id,match_id,half,team_name,name,start,end
350,1,One,Team A,OUT_POSSESSION,52511,52513
351,1,One,Team B,IN_POSSESSION,52514,52516
352,1,One,Team A,OUT_POSSESSION,52514,52516
353,1,One,Team B,IN_POSSESSION,53443,53539
354,1,One,Team A,OUT_POSSESSION,53443,53539
355,1,One,Team A,IN_POSSESSION,53541,53583
356,1,One,Team B,OUT_POSSESSION,53541,53583
357,1,One,Team A,IN_POSSESSION,53584,53587
358,1,One,Team B,OUT_POSSESSION,53584,53587
359,1,One,Team A,IN_POSSESSION,53624,53709
360,1,One,Team B,OUT_POSSESSION,53624,53709
361,1,One,Team B,IN_POSSESSION,53710,53980
362,1,One,Team A,OUT_POSSESSION,53710,53980
363,1,One,Team A,IN_POSSESSION,53981,54158
364,1,One,Team B,OUT_POSSESSION,53981,54158
365,1,One,Team A,IN_POSSESSION,54159,54183
366,1,One,Team B,OUT_POSSESSION,54159,54183
367,1,One,Team B,IN_POSSESSION,54184,55334
368,1,One,Team A,OUT_POSSESSION,54184,55334
369,1,One,Team A,IN_POSSESSION,55335,55859
370,1,One,Team B,OUT_POSSESSION,55335,55859
371,1,One,Team A,IN_POSSESSION,55860,55863
372,1,One,Team B,OUT_POSSESSION,55860,55863
373,1,One,Team A,IN_POSSESSION,55881,56241
374,1,One,Team B,OUT_POSSESSION,55881,56241
375,1,One,Team B,IN_POSSESSION,56242,56500
376,1,One,Team A,OUT_POSSESSION,56242,56500
377,1,One,Team A,IN_POSSESSION,56501,56526
378,1,One,Team B,OUT_POSSESSION,56501,56526
379,1,One,Team B,IN_POSSESSION,56527,56692
380,1,One,Team A,OUT_POSSESSION,56527,56692
381,1,One,Team A,IN_POSSESSION,56693,56925
382,1,One,Team B,OUT_POSSESSION,56693,56925
383,1,One,Team B,IN_POSSESSION,56926,57166
384,1,One,Team A,OUT_POSSESSION,56926,57166
385,1,One,Team A,IN_POSSESSION,57167,58991
386,1,One,Team B,OUT_POSSESSION,57167,58991
387,1,One,Team B,IN_POSSESSION,58992,59094
388,1,One,Team A,OUT_POSSESSION,58992,59094
389,1,One,Team A,IN_POSSESSION,59235,59297
390,1,One,Team B,OUT_POSSESSION,59235,59297
391,1,One,Team B,IN_POSSESSION,59298,59329
392,1,One,Team A,OUT_POSSESSION,59298,59329
393,1,One,Team B,IN_POSSESSION,59330,59331
394,1,One,Team A,OUT_POSSESSION,59330,59331
395,1,One,Team B,IN_POSSESSION,59383,59656
396,1,One,Team A,OUT_POSSESSION,59383,59656
397,1,One,Team A,IN_POSSESSION,59657,60196
398,1,One,Team B,OUT_POSSESSION,59657,60196
399,1,One,Team B,IN_POSSESSION,60265,60520
400,1,One,Team A,OUT_POSSESSION,60265,60520
401,1,One,Team B,IN_POSSESSION,60544,61452
402,1,One,Team A,OUT_POSSESSION,60544,61452
403,1,One,Team A,IN_POSSESSION,61453,61454
404,1,One,Team B,OUT_POSSESSION,61453,61454
405,1,One,Team B,IN_POSSESSION,61455,61486
406,1,One,Team A,OUT_POSSESSION,61455,61486
407,1,One,Team A,IN_POSSESSION,61487,61661
408,1,One,Team B,OUT_POSSESSION,61487,61661
409,1,One,Team B,IN_POSSESSION,61662,61664
410,1,One,Team A,OUT_POSSESSION,61662,61664
411,1,One,Team B,IN_POSSESSION,61717,61853
412,1,One,Team A,OUT_POSSESSION,61717,61853
413,1,One,Team A,IN_POSSESSION,61854,61889
414,1,One,Team B,OUT_POSSESSION,61854,61889
415,1,One,Team B,IN_POSSESSION,61890,62060
416,1,One,Team A,OUT_POSSESSION,61890,62060
417,1,One,Team A,IN_POSSESSION,62061,62253
418,1,One,Team B,OUT_POSSESSION,62061,62253
419,1,One,Team A,IN_POSSESSION,62259,62283
420,1,One,Team B,OUT_POSSESSION,62259,62283
421,1,One,Team B,IN_POSSESSION,62284,62475
422,1,One,Team A,OUT_POSSESSION,62284,62475
423,1,One,Team A,IN_POSSESSION,62476,62662
424,1,One,Team B,OUT_POSSESSION,62476,62662
425,1,One,Team B,IN_POSSESSION,63853,64033
426,1,One,Team A,OUT_POSSESSION,63853,64033
427,1,One,Team A,IN_POSSESSION,64034,64087
428,1,One,Team B,OUT_POSSESSION,64034,64087
429,1,One,Team B,IN_POSSESSION,64127,64591
430,1,One,Team A,OUT_POSSESSION,64127,64591
431,1,One,Team A,IN_POSSESSION,64592,64660
432,1,One,Team B,OUT_POSSESSION,64592,64660
433,1,One,Team A,IN_POSSESSION,64696,64728
434,1,One,Team B,OUT_POSSESSION,64696,64728
435,1,One,Team B,IN_POSSESSION,64729,64733
436,1,One,Team A,OUT_POSSESSION,64729,64733
437,1,One,Team A,IN_POSSESSION,64734,64746
438,1,One,Team B,OUT_POSSESSION,64734,64746
439,1,One,Team B,IN_POSSESSION,64747,64778
440,1,One,Team A,OUT_POSSESSION,64747,64778
441,1,One,Team B,IN_POSSESSION,64803,65299
442,1,One,Team A,OUT_POSSESSION,64803,65299
443,1,One,Team A,IN_POSSESSION,65300,65375
444,1,One,Team B,OUT_POSSESSION,65300,65375
445,1,One,Team A,IN_POSSESSION,65377,65436
446,1,One,Team B,OUT_POSSESSION,65377,65436
447,1,One,Team B,IN_POSSESSION,65437,65541
448,1,One,Team A,OUT_POSSESSION,65437,65541
449,1,One,Team B,IN_POSSESSION,65585,65605
450,1,One,Team A,OUT_POSSESSION,65585,65605
451,1,One,Team A,IN_POSSESSION,65606,65950
452,1,One,Team B,OUT_POSSESSION,65606,65950
453,1,One,Team B,IN_POSSESSION,65951,66239
454,1,One,Team A,OUT_POSSESSION,65951,66239
455,1,One,Team A,IN_POSSESSION,66240,67538
456,1,One,Team B,OUT_POSSESSION,66240,67538
457,1,One,Team B,IN_POSSESSION,67539,68305
458,1,One,Team A,OUT_POSSESSION,67539,68305
459,1,One,Team A,IN_POSSESSION,68306,69541
460,1,One,Team B,OUT_POSSESSION,68306,69541
461,1,Two,Team B,IN_POSSESSION,70090,70307
462,1,Two,Team A,OUT_POSSESSION,70090,70307
463,1,Two,Team A,IN_POSSESSION,70308,70349
464,1,Two,Team B,OUT_POSSESSION,70308,70349
465,1,Two,Team B,IN_POSSESSION,70350,70908
466,1,Two,Team A,OUT_POSSESSION,70350,70908
